grid_id,lat,lon,total_event_count,earliest_event_year,latest_event_year,total_damages,primary_admin1,unique_locations,avg_duration,avg_damage_per_flood,total_deaths,total_affected,reconstruction_costs,predominant_subtype,ofda_response_count,predominant_river_basin,flood_recurrence_interval,event_summary,severity_score
0_42,0,42,1,2003,2003,,Jubbada Hoose,Lower Jubba,,,40.0,60000.0,,Riverine flood,1,,0.0,"1 events (1 floods) from 2003 to 2003, total damages: 0.0 ('000 US$)",0.0006623832549513148
0_98,0,98,1,2002,2002,,Sumatera Utara,Amandraya,3.0,,14.0,780.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2002 to 2002, total damages: 0.0 ('000 US$)",0.0002318341392329602
10_-1,10,-1,2,2008,2010,,Northern," Savelugu-Nanton districts,  West Mamprusi",,,18.0,67674.0,,Riverine flood,1,"Black Volta, White Volta rivers",1.0,"2 events (2 floods) from 2008 to 2010, total damages: 0.0 ('000 US$)",0.01696473913139476
10_-13,10,-13,1,2006,2006,,Kindia,Kindia,1.0,,0.0,1200.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2006 to 2006, total damages: 0.0 ('000 US$)",0.0
10_-14,10,-14,2,2009,2010,,Conakry,Conakry,0.0,,9.0,47615.0,,Riverine flood,0,,0.5,"2 events (2 floods) from 2009 to 2010, total damages: 0.0 ('000 US$)",0.016815702899030713
10_-3,10,-3,1,2008,2008,,Sud-Ouest,Batié,,,6.0,4310.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2008 to 2008, total damages: 0.0 ('000 US$)",9.935748824269723e-05
10_-66,10,-66,1,1997,1997,,Miranda,Miranda State,0.0,,3.0,18000.0,,,0,,0.0,"1 events (1 floods) from 1997 to 1997, total damages: 0.0 ('000 US$)",4.967874412134861e-05
10_-67,10,-67,5,1985,2018,,Aragua," Aragua,  Caracas, Aragua, Caracas and nearby coastal areas",2.6666666666666665,,55.0,44672.0,,Riverine flood,0,,6.6,"5 events (5 floods) from 1985 to 2018, total damages: 0.0 ('000 US$)",0.06757744364222472
10_-68,10,-68,7,1994,2011,5440315.0,Distrito Capital,"Carabobo, Caracas",5.714285714285714,777187.8571428572,30194.0,610977.0,,Riverine flood,2,"Guaire, Carmen de Uria, Caugaguita, Upire, Tocuyo, Aroa",2.4285714285714284,"7 events (7 floods) from 1994 to 2011, total damages: 5440315.0 ('000 US$)",0.41491044145300654
10_-70,10,-70,1,1999,1999,,Lara,Lara Region,0.0,,0.0,500.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1999 to 1999, total damages: 0.0 ('000 US$)",0.0
10_-72,10,-72,1,2003,2003,,Zulia,Zulia state,2.0,,0.0,200.0,,Riverine flood,0,"Guachi, Capazon",0.0,"1 events (1 floods) from 2003 to 2003, total damages: 0.0 ('000 US$)",0.0
10_-74,10,-74,1,1969,1969,3693.0,Magdalena,Magdalena River area,,3693.0,0.0,70000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1969 to 1969, total damages: 3693.0 ('000 US$)",1.0107826222896918e-05
10_-75,10,-75,2,1997,2008,5064.0,Bolivar,"Carmen de Bolivar, Cerro de San Antonio",60.5,2532.0,78.0,1215091.0,,Riverine flood,1,"Gibrantar, Sabaneta",5.5,"2 events (2 floods) from 1997 to 2008, total damages: 5064.0 ('000 US$)",0.011986074714798805
10_-83,10,-83,11,1969,2012,219177.0,Limon," Limon,  Limon province, Estrella Valley, Limon province, Matina",4.625,19925.18181818182,44.0,355894.0,,Riverine flood,5,Chirripo,3.909090909090909,"11 events (11 floods) from 1969 to 2012, total damages: 219177.0 ('000 US$)",0.11219755093795017
10_-84,10,-84,9,1970,2015,646179.0,Cartago,"Alvarado, Atenas, Barva, Cartago, La Union, Northern San Jose, Pococi",6.333333333333333,71797.66666666667,58.0,122011.0,,Riverine flood,5,Cañas and Dirias,5.0,"9 events (9 floods) from 1970 to 2015, total damages: 646179.0 ('000 US$)",0.09130018361897003
10_-85,10,-85,2,2001,2005,,Guanacaste,"Abangares, Nandayure",4.5,,1.0,2292.0,,Riverine flood,0,,2.0,"2 events (2 floods) from 2001 to 2005, total damages: 0.0 ('000 US$)",0.016683226248040448
10_-86,10,-86,1,2008,2008,,Guanacaste,Carrillo,3.0,,0.0,9498.0,,Riverine flood,1,,0.0,"1 events (1 floods) from 2008 to 2008, total damages: 0.0 ('000 US$)",0.0
10_0,10,0,1,2013,2013,,Northern,Esat Manprusi,58.0,,5.0,25000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2013 to 2013, total damages: 0.0 ('000 US$)",8.279790686891435e-05
10_1,10,1,3,1995,1999,,Kara," Doufelgou,  Oti, Kara",26.0,,0.0,155405.0,,Riverine flood,0,,1.3333333333333333,"3 events (3 floods) from 1995 to 1999, total damages: 0.0 ('000 US$)",0.03333333333333333
10_100,10,100,1,2005,2005,134589.0,Surat Thani,Samui,50.0,134589.0,55.0,700000.0,,Flash flood,1,"Ta Pi, Pattani",0.0,"1 events (1 floods) from 2005 to 2005, total damages: 134589.0 ('000 US$)",0.0009760435669616152
10_105,10,105,2,2000,2005,393394.0,Kien Giang," Kien Giang, Vinh Thuan district",0.0,196697.0,460.0,5000597.0,,Riverine flood,1,,2.5,"2 events (2 floods) from 2000 to 2005, total damages: 393394.0 ('000 US$)",0.017267557257892373
10_106,10,106,1,2011,2011,210814.0,Vinh Long, Vinh Long,,210814.0,85.0,600000.0,,Riverine flood,1,,0.0,"1 events (1 floods) from 2011 to 2011, total damages: 210814.0 ('000 US$)",0.0015161476276911547
10_123,10,123,8,1977,2017,11879.0,Negros Occidental," Hinobaan,  Northern Mindanao , Mindanao, Negros Island, Negros Occidental, Tanjay",4.666666666666667,1484.875,87.0,1575924.0,,Riverine flood,0,Balugo River and tributaries,5.0,"8 events (8 floods) from 1977 to 2017, total damages: 11879.0 ('000 US$)",0.07877077697049696
10_124,10,124,2,2003,2009,,Bukidnon,"Cebu, Valencia city",0.0,,0.0,4420.0,,Flash flood,0,,3.0,"2 events (2 floods) from 2003 to 2009, total damages: 0.0 ('000 US$)",0.016666666666666666
10_126,10,126,1,2002,2002,2184.0,Surigao Del Norte,Surigao del Norte,5.0,2184.0,35.0,50000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2002 to 2002, total damages: 2184.0 ('000 US$)",0.00039236229098652046
10_15,10,15,1,2010,2010,,Extreme-Nord,Mayo-Danay department,0.0,,13.0,3095.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2010 to 2010, total damages: 0.0 ('000 US$)",0.0002152745578591773
10_16,10,16,2,2007,2009,,Mayo-Kebbi Est,"Bongor area, Mayo-Kebbi Est",3.5,,6.0,11020.0,,Riverine flood,0,Logone river,1.0,"2 events (2 floods) from 2007 to 2009, total damages: 0.0 ('000 US$)",0.016766024154909364
10_36,10,36,1,1999,1999,,Southern Nations; Nationalities And Peoples,Limu District,0.0,,1.0,45000.0,,,0,,0.0,"1 events (1 floods) from 1999 to 1999, total damages: 0.0 ('000 US$)",1.655958137378287e-05
10_39,10,39,1,1994,1994,6398.0,Amhara,North Shoa,3.0,6398.0,4.0,43014.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1994 to 1994, total damages: 6398.0 ('000 US$)",6.168039479221166e-05
10_42,10,42,1,2005,2005,1665.0,Dire Dawa,Dire Dawa,2.0,1665.0,42.0,0.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2005 to 2005, total damages: 1665.0 ('000 US$)",0.0004682178965597405
10_44,10,44,1,2003,2003,,Woqooyi Galbeed,Wajale,2.0,,1.0,300.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2003 to 2003, total damages: 0.0 ('000 US$)",1.655958137378287e-05
10_45,10,45,1,2005,2005,6938.0,Woqooyi Galbeed,Berbera,3.0,6938.0,156.0,235418.0,,Flash flood,0,"Wade Shabelle, Hargeysa, Bilate River, Ashewa. Genale, Dawa, Fafen. Sile and Sego rivers.",0.0,"1 events (1 floods) from 2005 to 2005, total damages: 6938.0 ('000 US$)",0.0017411979702495965
10_48,10,48,1,2004,2004,,Sanaag,Sanaag region,2.0,,0.0,1500.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2004 to 2004, total damages: 0.0 ('000 US$)",0.0
10_76,10,76,5,1991,2018,3722952.0,Kerala," Kerala, Kerala state, Thrissur",15.75,744590.4,1671.0,25151800.0,,Riverine flood,0,,5.4,"5 events (5 floods) from 1991 to 2018, total damages: 3722952.0 ('000 US$)",0.07309542474154555
10_80,10,80,4,1978,2017,,Jaffna," Jaffna,  Kopay, Delft, Jaffna Peninsula",12.0,,65.0,837937.0,,Flash flood,0,,9.75,"4 events (4 floods) from 1978 to 2017, total damages: 0.0 ('000 US$)",0.05107637278929589
11_-1,11,-1,1,1999,1999,34161.0,Upper East, Upper East,,34161.0,52.0,324602.0,,Riverine flood,1,,0.0,"1 events (1 floods) from 1999 to 1999, total damages: 34161.0 ('000 US$)",0.0006676779910055105
11_-12,11,-12,2,2007,2010,,Mamou,"Dounet, Mamou",3.0,,1.0,61096.0,,Riverine flood,0,,1.5,"2 events (2 floods) from 2007 to 2010, total damages: 0.0 ('000 US$)",0.016683226248040448
11_-3,11,-3,1,2010,2010,219.0,Sud-Ouest,Bougouriba,,219.0,16.0,133362.0,,Riverine flood,1,,0.0,"1 events (1 floods) from 2010 to 2010, total damages: 219.0 ('000 US$)",0.00017722205168505594
11_-4,11,-4,3,1988,2015,35441.0,Haut-Bassins," Bobo-Dioulasso city ,  Houet, Hauts-Bassin",2.5,11813.666666666666,26.0,73645.0,,Riverine flood,1,,9.0,"3 events (3 floods) from 1988 to 2015, total damages: 35441.0 ('000 US$)",0.02260637560866856
11_-5,11,-5,1,1985,1985,,Cascades,Banfora region,0.0,,0.0,572.0,,,0,,0.0,"1 events (1 floods) from 1985 to 1985, total damages: 0.0 ('000 US$)",0.0
11_-61,11,-61,1,2018,2018,3993.0,Tunapuna/Piarco, Tunapuna/Piarco,4.0,3993.0,0.0,150000.0,,,0,,0.0,"1 events (1 floods) from 2018 to 2018, total damages: 3993.0 ('000 US$)",1.0930046360334302e-05
11_-62,11,-62,1,1993,1993,131.0,Port Of Spain,Port Of Spain,0.0,131.0,5.0,10.0,,Flash flood,0,,0.0,"1 events (1 floods) from 1993 to 1993, total damages: 131.0 ('000 US$)",5.5543937036999934e-05
11_-69,11,-69,1,1988,1988,,Falcon,Chichirivichi,0.0,,63.0,480.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1988 to 1988, total damages: 0.0 ('000 US$)",0.0010432536265483209
11_-7,11,-7,1,2009,2009,,Sikasso, Sik.,,,25.0,20406.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2009 to 2009, total damages: 0.0 ('000 US$)",0.00041398953434457176
11_-72,11,-72,2,2010,2018,,La Guajira,"Carraipia, La Guajira",10.0,,12.0,60800.0,,Riverine flood,0,,4.0,"2 events (2 floods) from 2010 to 2018, total damages: 0.0 ('000 US$)",0.01686538164315206
11_-75,11,-75,1,2014,2014,,Atlantico,Chambacu,0.0,,0.0,8978.0,,Riverine flood,0,"San Augustin, Garrapatas rivers",0.0,"1 events (1 floods) from 2014 to 2014, total damages: 0.0 ('000 US$)",0.0
11_-85,11,-85,4,1999,2011,1555607.0,Alajuela,"Alajuela, Bagaces, Pacifico CEntral",33.5,388901.75,174.0,603917.0,,Riverine flood,1,,3.0,"4 events (4 floods) from 1999 to 2011, total damages: 1555607.0 ('000 US$)",0.039517735740151716
11_-9,11,-9,1,2011,2011,,Kankan,Kinéran,,,0.0,20143.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2011 to 2011, total damages: 0.0 ('000 US$)",0.0
11_0,11,0,1,2007,2007,,Upper East,Bawku west,61.0,,56.0,332600.0,,Riverine flood,1,,0.0,"1 events (1 floods) from 2007 to 2007, total damages: 0.0 ('000 US$)",0.0009273365569318408
11_10,11,10,2,2005,2015,28785.0,Bauchi," Bauchi, Bauchi",29.5,14392.5,113.0,103424.0,,Riverine flood,0,"Hadeja, Benue and tributaries",5.0,"2 events (2 floods) from 2005 to 2015, total damages: 28785.0 ('000 US$)",0.012437477893120911
11_103,11,103,1,2006,2006,,Kaoh Kong,Koh Konh,1.0,,0.0,5000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2006 to 2006, total damages: 0.0 ('000 US$)",0.0
11_104,11,104,2,2006,2015,,Kampot," Stoeung Keo, Kampong bay",41.5,,5.0,55000.0,,Riverine flood,0,"Mokong, Tonle Sap, Steung Samrong",4.5,"2 events (2 floods) from 2006 to 2015, total damages: 0.0 ('000 US$)",0.016749464573535582
11_105,11,105,10,1991,2007,1009070.0,An Giang," An Giang provinces, An Giang, Kandal",49.666666666666664,100907.0,1261.0,4323945.0,,Riverine flood,4,Mekong,1.6,"10 events (10 floods) from 1991 to 2007, total damages: 1009070.0 ('000 US$)",0.11668666661817097
11_106,11,106,2,1991,2005,9948.0,Long An," Long An, Moc Hoa",,4974.0,21.0,270600.0,,Riverine flood,0,,7.0,"2 events (2 floods) from 1991 to 2005, total damages: 9948.0 ('000 US$)",0.011370196366432536
11_107,11,107,1,2001,2001,,Ho Chi Minh,Thu Duc,0.0,,0.0,3000.0,,Coastal flood,0,,0.0,"1 events (1 floods) from 2001 to 2001, total damages: 0.0 ('000 US$)",0.0
11_108,11,108,5,1993,2006,122299.0,Binh Thuan,"Bin Thuan, Binh Thuan",13.6,24459.8,251.0,223198.0,,Riverine flood,1,Dong Nai River,2.6,"5 events (5 floods) from 1993 to 2006, total damages: 122299.0 ('000 US$)",0.04755058969261666
11_122,11,122,1,2007,2007,,Antique,Antique,0.0,,0.0,33571.0,,Coastal flood,0,,0.0,"1 events (1 floods) from 2007 to 2007, total damages: 0.0 ('000 US$)",0.0
11_123,11,123,1,2011,2011,,Negros Occidental,Enrique B. Magalona,0.0,,0.0,30858.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2011 to 2011, total damages: 0.0 ('000 US$)",0.0
11_125,11,125,1,1993,1993,,Leyte,Leyte province,2.0,,25.0,4.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1993 to 1993, total damages: 0.0 ('000 US$)",0.00041398953434457176
11_14,11,14,4,1991,2012,2360.0,Extreme-Nord,"Diamare, Domayo, Maroua, Maroua region",6.5,590.0,31.0,42476.0,,Riverine flood,0,"Logone, Mayo Kébbi, Bénoué",5.25,"4 events (4 floods) from 1991 to 2012, total damages: 2360.0 ('000 US$)",0.03368201910980373
11_2,11,2,2,1970,1998,1396.0,Atakora,"Atacora, Atacora region",,698.0,0.0,420000.0,,,1,,14.0,"2 events (2 floods) from 1970 to 1998, total damages: 1396.0 ('000 US$)",0.011114923471815029
11_20,11,20,1,1985,1985,,Salamat,Am Timan,,,0.0,500.0,,,0,,0.0,"1 events (1 floods) from 1985 to 1985, total damages: 0.0 ('000 US$)",0.0
11_21,11,21,1,2007,2007,,Salamat,Salamat region,15.0,,12.0,170000.0,,Riverine flood,0,Bahr Azoum and Bahr Salamat,0.0,"1 events (1 floods) from 2007 to 2007, total damages: 0.0 ('000 US$)",0.00019871497648539445
11_24,11,24,1,1996,1996,,South Darfur,South Darfur,4.0,,0.0,200.0,,Riverine flood,0,Nile river,0.0,"1 events (1 floods) from 1996 to 1996, total damages: 0.0 ('000 US$)",0.0
11_30,11,30,1,1999,1999,,South Kurdufan,Kadugli ,,,2.0,23841.0,,,0,,0.0,"1 events (1 floods) from 1999 to 1999, total damages: 0.0 ('000 US$)",3.311916274756574e-05
11_34,11,34,1,2018,2018,,Blue Nile,Blue Nile State,9.0,,0.0,2750.0,,,0,,0.0,"1 events (1 floods) from 2018 to 2018, total damages: 0.0 ('000 US$)",0.0
11_35,11,35,1,1999,1999,,Benshangul-Gumaz,Benishangul-Gumuz,0.0,,13.0,0.0,,,0,,0.0,"1 events (1 floods) from 1999 to 1999, total damages: 0.0 ('000 US$)",0.0002152745578591773
11_43,11,43,2,1994,2016,3874.0,Ali Sabieh,"Awdal, Holhol",2.5,1937.0,157.0,122800.0,,Flash flood,1,,11.0,"2 events (2 floods) from 1994 to 2016, total damages: 3874.0 ('000 US$)",0.012854951193939534
11_50,11,50,1,1989,1989,,Bari, Kandala ,,,34.0,0.0,,,0,,0.0,"1 events (1 floods) from 1989 to 1989, total damages: 0.0 ('000 US$)",0.0005630257667086176
11_77,11,77,1,2009,2009,80835.0,Tamil Nadu,Coonoor,5.0,80835.0,70.0,8.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2009 to 2009, total damages: 80835.0 ('000 US$)",0.0009943139764734133
11_78,11,78,3,1977,1983,,Tamil Nadu,Tamil Nadu,,,258.0,45000.0,,,0,,2.0,"3 events (3 floods) from 1977 to 1983, total damages: 0.0 ('000 US$)",0.037605705327769315
11_80,11,80,1,2015,2015,2515150.0,Tamil Nadu, Nagapattinam,26.0,2515150.0,325.0,1801000.0,,,0,,0.0,"1 events (1 floods) from 2015 to 2015, total damages: 2515150.0 ('000 US$)",0.010481252189569459
11_99,11,99,1,2001,2001,,Prachuap Khiri Khan,Bang Saphan,0.0,,2.0,6000.0,,,0,,0.0,"1 events (1 floods) from 2001 to 2001, total damages: 0.0 ('000 US$)",3.311916274756574e-05
12_-13,12,-13,1,1981,1981,,Boke, Kama,,,0.0,5000.0,,,0,,0.0,"1 events (1 floods) from 1981 to 1981, total damages: 0.0 ('000 US$)",0.0
12_-15,12,-15,2,2003,2004,,Bafata,"Bafata, Bambadinca",1.0,,3.0,1000.0,,Riverine flood,0,Geba river,0.5,"2 events (2 floods) from 2003 to 2004, total damages: 0.0 ('000 US$)",0.016716345410788015
12_-2,12,-2,2,2009,2016,189457.0,Centre,"Ouagadougou, Ouagadougou city",12.5,94728.5,24.0,185893.0,,Riverine flood,1,,3.5,"2 events (2 floods) from 2009 to 2016, total damages: 189457.0 ('000 US$)",0.011895301911350928
12_-3,12,-3,1,1999,1999,,Centre-Ouest, Sanguie,,,6.0,1560.0,,Flash flood,0,,0.0,"1 events (1 floods) from 1999 to 1999, total damages: 0.0 ('000 US$)",9.935748824269723e-05
12_-84,12,-84,1,2000,2000,,Atlantico Sur,El Rama ,,,0.0,5500.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2000 to 2000, total damages: 0.0 ('000 US$)",0.0
12_-85,12,-85,1,2008,2008,,Chontales,Chontales,23.0,,13.0,3525.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2008 to 2008, total damages: 0.0 ('000 US$)",0.0002152745578591773
12_-86,12,-86,5,1999,2017,1659343.0,Carazo," Mateare, Carazo, Moyogalpa municipality",33.4,331868.6,165.0,629829.0,,Riverine flood,1,La Pasión and Usumacinta,3.6,"5 events (5 floods) from 1999 to 2017, total damages: 1659343.0 ('000 US$)",0.0508138021236108
12_10,12,10,5,1998,2010,45657.0,Jigawa,"Jigawa, Jigawa State",16.2,9131.4,275.0,1801565.0,,Riverine flood,1,"Challawa, Toga, Hadejia, Jamaare rivers",2.4,"5 events (5 floods) from 1998 to 2010, total damages: 45657.0 ('000 US$)",0.047605487675352276
12_105,12,105,4,1991,2001,324802.0,Kampong Cham,"Kampong Cham, Kampong Champ, Kompong Cham",36.0,81200.5,222.0,4405086.0,,Riverine flood,4,Mekong,2.5,"4 events (4 floods) from 1991 to 2001, total damages: 324802.0 ('000 US$)",0.03667433348991736
12_106,12,106,1,2005,2005,,Prey Veng,Kandal Prey Veng,,,0.0,0.0,,,0,,0.0,"1 events (1 floods) from 2005 to 2005, total damages: 0.0 ('000 US$)",0.0
12_108,12,108,1,2008,2008,,Dak Nong,Dak Nong,1.0,,4.0,500.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2008 to 2008, total damages: 0.0 ('000 US$)",6.623832549513148e-05
12_109,12,109,5,1998,2010,751785.0,Khanh Hoa,"Khan Hoa, Khanh Hoa",8.2,150357.0,319.0,2579256.0,,Riverine flood,1,"Cau, Huong, Kon, Da",2.4,"5 events (5 floods) from 1998 to 2010, total damages: 751785.0 ('000 US$)",0.05002654426634452
12_120,12,120,1,2013,2013,4653.0,Palawan,Busuanga,4.0,4653.0,33.0,588155.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2013 to 2013, total damages: 4653.0 ('000 US$)",0.00037704972088591966
12_122,12,122,4,1976,2013,12287.0,Aklan,"Aklan, Western, Western Visayas",2.25,3071.75,46.0,243310.0,,Riverine flood,0,,9.25,"4 events (4 floods) from 1976 to 2013, total damages: 12287.0 ('000 US$)",0.03387482218788936
12_124,12,124,3,1991,2011,3630.0,Biliran,"Biliran, Placer, Samar Island",2.3333333333333335,1210.0,37.0,258240.0,,Coastal flood,0,Tubod and mandulog rivers,6.666666666666667,"3 events (3 floods) from 1991 to 2011, total damages: 3630.0 ('000 US$)",0.022640627056102897
12_125,12,125,2,1978,2006,4563.0,Eastern Samar,"Catubig, Jipapad",1.0,2281.5,0.0,417118.0,,Riverine flood,0,"Catarman, Lawugan, Subangdaku",14.0,"2 events (2 floods) from 1978 to 2006, total damages: 4563.0 ('000 US$)",0.011123603375732575
12_13,12,13,2,1988,2004,,Borno," Borno, Borno",2.0,,155.0,303000.0,,Flash flood,0,,8.0,"2 events (2 floods) from 1988 to 2004, total damages: 0.0 ('000 US$)",0.01923340177960301
12_15,12,15,1,2009,2009,,Chari-Baguirmi,Toukra,2.0,,3.0,4895.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2009 to 2009, total damages: 0.0 ('000 US$)",4.967874412134861e-05
12_21,12,21,2,2008,2012,11802.0,Sila,"Goz-Beida, Sila",35.5,5901.0,20.0,602831.0,,Riverine flood,1,,2.0,"2 events (2 floods) from 2008 to 2012, total damages: 11802.0 ('000 US$)",0.011364237965966044
12_23,12,23,1,2015,2015,,Central Darfur, Western Darfur provinces,1.0,,20.0,0.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2015 to 2015, total damages: 0.0 ('000 US$)",0.0003311916274756574
12_3,12,3,3,1994,2013,,Alibori," Malanville counties , Karimama",37.5,,4.0,121735.0,,Flash flood,2,Niger River,6.333333333333333,"3 events (3 floods) from 1994 to 2013, total damages: 0.0 ('000 US$)",0.03339957165882847
12_38,12,38,1,2005,2005,,Amhara,Amhara,0.0,,13.0,0.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2005 to 2005, total damages: 0.0 ('000 US$)",0.0002152745578591773
12_41,12,41,5,2000,2010,,Afar,"Afar, Afar region, Dubti",6.8,,55.0,100000.0,,Riverine flood,0,Awash,2.0,"5 events (5 floods) from 2000 to 2010, total damages: 0.0 ('000 US$)",0.06757744364222472
12_43,12,43,6,1977,2004,13581.0,Djibouti,"Djibouti City, Djibouti city",1.0,2263.5,86.0,569300.0,,Riverine flood,4,Ambouli,4.5,"6 events (6 floods) from 1977 to 2004, total damages: 13581.0 ('000 US$)",0.05654217975627194
12_5,12,5,1,2000,2000,,Kebbi,Kebbi state,0.0,,0.0,1000.0,,,0,,0.0,"1 events (1 floods) from 2000 to 2000, total damages: 0.0 ('000 US$)",0.0
12_51,12,51,1,2007,2007,,Bari,Alula,1.0,,21.0,2012.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2007 to 2007, total damages: 0.0 ('000 US$)",0.0003477512088494403
12_6,12,6,3,2000,2006,2990.0,Zamfara,"Talata Marafa, Zamfara state",23.0,996.6666666666666,0.0,20212.0,,Flash flood,0,,2.0,"3 events (3 floods) from 2000 to 2006, total damages: 2990.0 ('000 US$)",0.02223040331258972
12_7,12,7,2,2000,2006,,Zamfara,"Gusau, Gusau ",0.0,,40.0,3000.0,,Flash flood,0,,3.0,"2 events (2 floods) from 2000 to 2006, total damages: 0.0 ('000 US$)",0.017329049921617982
12_76,12,76,2,2002,2004,,Kerala,Kannur,4.0,,56.0,1000.0,,Riverine flood,0,,1.0,"2 events (2 floods) from 2002 to 2004, total damages: 0.0 ('000 US$)",0.017594003223598508
12_8,12,8,1,2011,2011,,Katsina,Katsina state,4.0,,20.0,26965.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2011 to 2011, total damages: 0.0 ('000 US$)",0.0003311916274756574
12_9,12,9,2,2011,2016,5421.0,Jigawa," Dutse, Kano",10.0,2710.5,42.0,12950.0,,Riverine flood,0,,2.5,"2 events (2 floods) from 2011 to 2016, total damages: 5421.0 ('000 US$)",0.011589623203791567
13_-14,13,-14,3,1996,2010,,Kolda," Kolda, Basse town, Kolda",5.5,,2.0,326125.0,,Riverine flood,0,,4.666666666666667,"3 events (3 floods) from 1996 to 2010, total damages: 0.0 ('000 US$)",0.033366452496080896
13_-16,13,-16,1,2010,2010,,Lower River,Lower River,,,8.0,21194.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2010 to 2010, total damages: 0.0 ('000 US$)",0.00013247665099026297
13_-17,13,-17,1,2001,2001,,Banjul,Bakau,0.0,,1.0,250.0,,,0,,0.0,"1 events (1 floods) from 2001 to 2001, total damages: 0.0 ('000 US$)",1.655958137378287e-05
13_-2,13,-2,2,2003,2007,,Centre-Nord,Bam,73.0,,52.0,133163.0,7841.0,Riverine flood,1,"Volta Noire, Oti, White Volta",2.0,"2 events (2 floods) from 2003 to 2007, total damages: 0.0 ('000 US$)",0.017527764898103374
13_-3,13,-3,1,2006,2006,,Boucle Du Mouhoun,Boucle Du Mouhoun,0.0,,0.0,10000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2006 to 2006, total damages: 0.0 ('000 US$)",0.0
13_-6,13,-6,1,2007,2007,,Segou,Bla,0.0,,9.0,41603.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2007 to 2007, total damages: 0.0 ('000 US$)",0.00014903623236404582
13_-60,13,-60,1,1970,1970,3490.0,Christ Church,Christ Church,0.0,3490.0,3.0,210.0,,,1,,0.0,"1 events (1 floods) from 1970 to 1970, total damages: 3490.0 ('000 US$)",4.2670620010796694e-05
13_-61,13,-61,4,1986,2016,7458.0,Charlotte," Magum, Byera, Chateaubelair, Georgetown",0.75,1864.5,0.0,25427.0,,Riverine flood,1,,7.5,"4 events (4 floods) from 1986 to 2016, total damages: 7458.0 ('000 US$)",0.03335376002228107
13_-8,13,-8,6,1988,2016,,Bamako," Bamako, Bamako",12.8,,71.0,75900.0,,Riverine flood,2,Niger,4.666666666666667,"6 events (6 floods) from 1988 to 2016, total damages: 0.0 ('000 US$)",0.08450906361087192
13_-84,13,-84,1,2009,2009,,Atlantico Norte,Prinzapolka,0.0,,0.0,6821.0,,Riverine flood,0,Bambana river,0.0,"1 events (1 floods) from 2009 to 2009, total damages: 0.0 ('000 US$)",0.0
13_-87,13,-87,8,2002,2018,255193.0,Choluteca," Choluteca,  Le—n, Chinandega, Chinandega province, Choluteca, Coast  Choluteca, Corinto, El Triunfo",7.25,31899.125,42.0,686989.0,,Riverine flood,1,Juticalpa,2.0,"8 events (8 floods) from 2002 to 2018, total damages: 255193.0 ('000 US$)",0.07894084843101827
13_-88,13,-88,1,1995,1995,,Usulutan,Usulutan Province,0.0,,8.0,1500.0,,,0,,0.0,"1 events (1 floods) from 1995 to 1995, total damages: 0.0 ('000 US$)",0.00013247665099026297
13_-89,13,-89,2,1988,1992,,La Paz,La Paz,0.5,,35.0,47060.0,,Riverine flood,0,,2.0,"2 events (2 floods) from 1988 to 1992, total damages: 0.0 ('000 US$)",0.017246252014749067
13_101,13,101,1,2000,2000,,Chon Buri,Muang,0.0,,0.0,2500.0,,,0,,0.0,"1 events (1 floods) from 2000 to 2000, total damages: 0.0 ('000 US$)",0.0
13_103,13,103,2,1994,2011,627615.0,Batdambang,"Ba-ttambang, Battambang",41.5,313807.5,753.0,1669023.0,,Riverine flood,1,Mekong river,8.5,"2 events (2 floods) from 1994 to 2011, total damages: 627615.0 ('000 US$)",0.021144132895607036
